dataset,cell_id,n_cycles,q0,cycle_life,is_censored,capacity_normalized,Qdis_N,delta_Qdis,retention_ratio,slope_linear,variance_Qdis,range_Qdis,max_drop,std_diff,skewness_Qdis,slope_ratio,Qdis_cycle10,mean_diff,poly2_a,poly2_b,poly2_c,exp_decay_k,cycle_to_99pct,cycle_to_98pct,cycle_to_95pct,slope_first_quarter,slope_last_quarter,autocorr_lag1,knee_cycle,n_capacity_jumps,accel_mean,accel_std,accel_max_abs,linearity_r2,kurtosis_Qdis,fft_top3_energy_ratio,spectral_entropy,sample_entropy,pos_neg_diff_ratio,mad_Qdis
matr,matr_b1c13,100,1.0814757,,1,0,1.0836461,0.0038567999999998825,1.0035718079443832,4.458676561539456e-06,6.755986037547209e-07,0.005983599999999978,0.0007201999999999487,0.00020024286535861828,-2.4852622593736156,-0.6072674114148869,1.0836941,3.935510204081513e-05,1.0824443042485443,9.600947609258458e-05,-8.975568581475621e-07,-4.1100210532714136e-06,100.0,100.0,100.0,0.0001526362173912967,-2.28358260869833e-05,0.5915888638646156,23.0,0.0,-1.323608247422685e-05,0.00013169081658292848,0.0007471999999999479,0.024030788694268557,10.536646165687216,0.6883087493962303,2.08360252374247,0.20397363520648965,0.8846153846153846,0.00033399999999983443
matr,matr_b1c14,50,1.0722955,845.0,0,0,1.0766748,0.005708700000000011,1.005330420822844,8.259340816327947e-05,2.155925939150356e-06,0.005867399999999856,0.0047607999999998984,0.0008240844447921636,-1.702452916105406,0.13227292433563298,1.0752021,0.00011893125000000022,1.0720850959730786,0.00022136745020559802,-2.6687315777373503e-06,-7.676469758987085e-05,50.0,50.0,50.0,0.000221063286713358,1.6629370629403158e-05,-0.24766151016296256,12.0,0.0,-2.435957446808756e-05,0.001306703173030588,0.007239399999999785,0.6328298155466496,2.64688240958351,0.6500661513015482,2.1258849690112207,0.08096906253366709,4.333333333333333,0.0004941999999998892
matr,matr_b1c14,100,1.0722955,845.0,0,0,1.0762016,0.005235500000000171,1.0048885767719447,2.623412492270803e-05,1.4903285187960418e-06,0.007016599999999817,0.0047607999999998984,0.000588352303315386,-2.433745127707243,-0.1672918067853053,1.0752021,5.342346938775684e-05,1.072947278410318,0.00013014141194763598,-1.0186988924013076e-06,-2.4363768254170015e-05,100.0,100.0,100.0,0.0001528296956521653,-2.3236130434801407e-05,-0.21303532751945367,12.0,0.0,-1.190515463917423e-05,0.0009143580998250297,0.007239399999999785,0.37713425582798876,6.96893286643256,0.6304568222964126,2.31957677270604,0.08726253861345422,1.2790697674418605,0.00021050000000011337
matr,matr_b1c15,50,1.063235,699.0,0,0,1.0684544,0.007330800000000082,1.0069085260190236,9.619587755102368e-05,2.904575249146194e-06,0.007330800000000082,0.005100199999999999,0.0009058795220898118,-1.800628729131554,0.14257625844167435,1.0666022,0.0001527250000000017,1.0629543948866693,0.0002642365452223664,-3.2315513013719397e-06,-9.011229016416098e-05,50.0,50.0,50.0,0.00029220419580420717,3.131993006998461e-05,-0.21716815758588537,12.0,0.0,-3.3676595744680754e-05,0.0014117208531875414,0.007836799999999977,0.6371772850802233,3.2182429416963387,0.6181690033961291,2.2092529981705775,0.08701137698962981,5.857142857142857,0.0005361999999999867
matr,matr_b1c15,100,1.063235,699.0,0,0,1.0677497,0.006626100000000079,1.006244418652078,2.904936054422721e-05,1.9424197721232598e-06,0.008215100000000142,0.005100199999999999,0.0006440616183979763,-2.6272464608340527,-0.2022895810600709,1.0666022,6.761326530612325e-05,1.064017184146204,0.00015242025599271876,-1.2095185828283992e-06,-2.7188409190648614e-05,100.0,100.0,100.0,0.0001855973043477957,-2.215139130436992e-05,-0.18836590287036695,12.0,0.0,-1.6573195876289095e-05,0.0009853566006352984,0.007836799999999977,0.3547928778217623,8.089143367494772,0.6195978958655155,2.359113311053434,0.10508114702910616,1.3333333333333333,0.00033039999999995295
matr,matr_b1c16,50,1.08287165,824.0,0,0,1.0870649,0.005898499999999807,1.0054556819375813,7.930301020409099e-05,2.059924399150333e-06,0.005898499999999807,0.004464299999999977,0.0007569276052430558,-1.7322302173265887,0.1198484044050946,1.0857847,0.00012288541666666264,1.0826602890251844,0.00021160516008532772,-2.5442721131011856e-06,-7.30001934880367e-05,50.0,50.0,50.0,0.0002455136363636568,1.0679020979067654e-05,-0.13796833695732116,12.0,0.0,-2.5280851063831566e-05,0.0011425238997711132,0.006206600000000062,0.610601770630284,2.7776783474916726,0.6471273944764268,2.1503120682572945,0.09672962645855114,4.333333333333333,0.0003741999999999912
matr,matr_b1c16,100,1.08287165,824.0,0,0,1.0863206,0.005154199999999998,1.004767258767938,2.3160274582571553e-05,1.4332652784164748e-06,0.007425499999999863,0.004464299999999977,0.0005537052306159779,-2.253660256391955,-0.2488610270989098,1.0857847,5.2593877551020386e-05,1.08341794440546,0.00013008238851582341,-1.0482560189535453e-06,-2.1303545567700133e-05,100.0,100.0,100.0,0.00014290617391304018,-2.913808695655405e-05,-0.0874651388792062,12.0,0.0,-1.2471134020618354e-05,0.0008120950150035132,0.006206600000000062,0.3056368095755725,6.744042869796644,0.645628819436595,2.296468513203131,0.11706725261033121,1.45,0.0002604000000001605
matr,matr_b1c17,50,1.07360355,825.0,0,0,1.0774972,0.005445200000000039,1.0050792312313208,7.148260204082348e-05,1.5354795808163267e-06,0.005582299999999929,0.0010069000000001438,0.00032892184471476377,-1.8778324228161045,0.061378625779549355,1.0757509,0.00011344166666666748,1.073181308669127,0.00024952338797219374,-3.42386126791135e-06,-6.635862441923496e-05,50.0,50.0,50.0,0.00030422727272729383,8.292307692332096e-06,-0.027478566506446207,13.0,0.0,-2.7027659574464585e-05,0.00044632953797505304,0.0024221000000002046,0.6655591462582766,3.6168476698846943,0.6916758182846817,2.0417356116538747,0.08793007250670225,2.9166666666666665,0.0003088999999998343
matr,matr_b1c17,100,1.07360355,825.0,0,0,1.0769763,0.004924300000000104,1.004593340621537,1.78862312925263e-05,1.0999413835261732e-06,0.007173799999999897,0.001229099999999983,0.00028404568841663974,-2.0913791866362184,-0.4211329388109717,1.0757509,5.0247959183674526e-05,1.0743383163236488,0.00012396712176238062,-1.0400087300965987e-06,-1.6595339076671037e-05,100.0,100.0,100.0,0.00017528026086953687,-1.7945608695673877e-05,0.12642114832247184,56.0,0.0,-1.3020618556698887e-05,0.00035746353168135544,0.0024221000000002046,0.23752699397442678,7.22632077754532,0.6992167814623839,2.129195071062371,0.10854016857520601,1.2045454545454546,0.00023960000000000647
matr,matr_b1c18,50,1.06710325,665.0,0,0,1.0689219,0.0027514000000001815,1.0025806378998483,0.0026112252551020506,0.06583650337620378,1.8179140000000003,1.8146027000000002,0.3704071965086886,6.7837546862543565,20.095676874489598,1.0695512,5.7320833333337116e-05,1.0345319717173245,0.0030469199114326697,-8.378743390973647e-06,-0.002355641859966696,50.0,50.0,50.0,0.0002985370629371054,-0.05716160454545445,-0.5000272767784791,40.0,1.0,-1.2961702127659073e-05,0.6483592004046168,3.6292331000000004,0.020713424872886743,48.99891015446624,0.12592048380226836,3.178046872531405,0.08991413664759113,0.92,0.0003314999999999291
matr,matr_b1c18,100,1.06710325,665.0,0,0,1.0645274,-0.0016430999999998974,0.998458876886952,-0.0002945415905998645,0.032977476867205466,1.8202613,1.8146027000000002,0.25923116980720284,9.797183509852504,-0.03565902363854051,1.0695512,-1.67663265306112e-05,1.0566848562162587,0.0022652800432841212,-2.5096290528274322e-05,0.0002670627095823677,100.0,100.0,100.0,0.00013683739130433524,-0.00010976513043479593,-0.5000270632497205,40.0,1.0,-7.281443298974151e-06,0.45131413003630744,3.6292331000000004,0.0021484272928560255,98.98236976177962,0.06381231479478648,3.891674582304538,0.042330807645117284,0.4411764705882353,0.0012372999999998857
matr,matr_b1c19,50,1.0866476999999999,740.0,0,0,1.0887345,0.00361979999999984,1.0033358685491955,3.0232102040822472e-05,5.950878624989397e-07,0.00399169999999982,0.0011022000000000531,0.0003343152813494339,-2.909006787301396,-0.08107436403107827,1.0886388,7.541249999999666e-05,1.086569479467651,0.0001734655448647448,-2.754489285076045e-06,-2.7758614085657983e-05,50.0,50.0,50.0,0.00027132202797203273,-3.136923076918879e-05,-0.0648887583808214,12.0,0.0,-2.5502127659573163e-05,0.00046473613446379637,0.0024927000000001254,0.30717480607592873,9.803553693024218,0.6136278717751348,2.3181067389577374,0.10625697470486344,1.2857142857142858,6.359999999983046e-05
matr,matr_b1c19,100,1.0866476999999999,740.0,0,0,1.0870851,0.0019703999999998167,1.001815844905612,-1.035584539269312e-05,5.896913482909867e-07,0.004190699999999881,0.0012825999999999116,0.00035207015935091203,-1.417435797264037,-1.3034356323093033,1.0886388,2.0106122448977722e-05,1.0875458381148997,6.686052028891736e-05,-7.570231929570291e-07,9.510696845282695e-06,100.0,100.0,100.0,0.00011801795652172194,-5.6098956521762835e-05,-0.22901132041948316,17.0,0.0,-1.305463917525714e-05,0.0005417568134806737,0.002508100000000235,0.1485221370838129,2.690395543809487,0.8000750087695804,1.7225935687091334,0.15721816689512005,0.6610169491525424,0.00045610000000007034
matr,matr_b1c2,50,1.0817747,1487.0,0,0,1.0858485,0.005926199999999993,1.0054876170257805,6.404523469389321e-05,1.9435417504873126e-06,0.008131200000000005,0.002243299999999948,0.0007159276702366113,-1.84440032613074,0.033761923895837355,1.0837817,0.00012346249999999984,1.0815783033986104,0.00027828930227834957,-4.120078222778402e-06,-5.8980943962151664e-05,50.0,50.0,50.0,0.0005074608391608815,1.1808741258757593e-05,-0.2770531776507092,12.0,0.0,-3.0461702127662697e-05,0.00114069396879627,0.006338100000000013,0.42209456894513164,4.2696722798628555,0.6532962061573847,2.2745356279297573,0.1305763871162929,1.5263157894736843,0.00013290000000010238
matr,matr_b1c2,100,1.0817747,1487.0,0,0,1.0849404,0.005018100000000025,1.0046467231948077,1.0295625231922681e-05,1.0410625875665818e-06,0.008131200000000005,0.002243299999999948,0.0005118544755666834,-2.755780590939342,-0.2987592025033784,1.0837817,5.120510204081659e-05,1.0832126293842352,0.00010367282563953938,-9.154627490943373e-07,-9.480712523122681e-06,100.0,100.0,100.0,0.00019877421739129548,-2.0794956521752607e-05,-0.24510151873766112,12.0,0.0,-1.4498969072165255e-05,0.000800206157907814,0.006338100000000013,0.08315214200238119,10.894089668823499,0.5073498454128692,2.68800111737947,0.19105523676270922,0.96,0.00017369999999994334
matr,matr_b1c20,50,1.07410775,504.0,0,0,1.0709916,-0.0016384000000000398,0.9984725394590865,-7.040854081631555e-05,2.14824168523947e-06,0.007402700000000095,0.007362599999999997,0.0013090382962206344,-0.7075470205252764,3.9391190428730827,1.0757242,-3.413333333333416e-05,1.0743295035071643,2.6133033345260705e-05,-1.8565687338771942e-06,6.557695907624655e-05,50.0,50.0,50.0,-5.79069930069999e-05,-0.00013503496503495372,-0.38862102524606884,13.0,0.0,-2.6829787234046353e-05,0.002198105317004766,0.012371899999999991,0.4615274579155837,1.507144460919248,0.5924200241685066,2.4636388997703937,0.16623541904233022,0.45454545454545453,0.0008270000000001332
matr,matr_b1c20,100,1.07410775,504.0,0,0,1.0612478,-0.011382199999999898,0.9893885123481537,-0.000139776181818172,1.7332429038385893e-05,0.014476399999999945,0.007362599999999997,0.0009212969790998221,-0.44030550355874715,2.7565932319087794,1.0757242,-0.00011614489795918263,1.0747463445526078,-1.2681481073963524e-05,-1.2460264778844026e-06,0.0001305516517564852,91.0,100.0,100.0,-3.0874826086973996e-05,-0.00021412908695656271,-0.37642494706089097,36.0,0.0,-1.3827835051546286e-05,0.0015313311981748276,0.012371899999999991,0.9205592467349413,-1.024883659727511,0.8226009853072863,1.5091201095447295,0.10935253692736377,0.18072289156626506,0.0031202999999999648
matr,matr_b1c21,50,1.0840401499999999,535.0,0,0,1.0834514,0.0010125999999999191,1.0009354801398471,-1.2295530612236297e-05,1.1758658399250287e-06,0.007470199999999982,0.007470199999999982,0.001306413723704173,-3.1819044810037234,-5.08856736406148,1.0858023,2.109583333333165e-05,1.0840243946860617,5.793181683737764e-05,-1.3505259124930712e-06,1.1336763295488359e-05,50.0,50.0,50.0,-2.5397552447528287e-05,-6.367377622375639e-05,-0.36267490496049415,13.0,0.0,-2.7610638297873793e-05,0.0021727481108704113,0.012197399999999803,0.025713830252293235,17.184693170970554,0.3062333081275668,3.0096952707995763,0.24640041347847697,0.8461538461538461,0.0003044999999999298
matr,matr_b1c21,100,1.0840401499999999,535.0,0,0,1.0767291,-0.005709699999999929,0.9947251521286932,-8.178444155843087e-05,6.7628706868646e-06,0.009197099999999958,0.007470199999999982,0.0009193974983112937,-0.53847651939347,10.522270802396774,1.0858023,-5.826224489795846e-05,1.084336682498224,3.602081387265285e-05,-1.1549534846185397e-06,7.551782848280405e-05,100.0,100.0,100.0,1.1075521739101942e-05,-0.0001408581739130536,-0.3512871977332085,12.0,0.0,-1.3939175257730476e-05,0.001513933749626795,0.012197399999999803,0.8077093893644335,-0.9985358597528489,0.7953567221296195,1.5620618766542835,0.1295153229696327,0.3424657534246575,0.0015850000000001696
matr,matr_b1c22,50,1.08099815,,1,0,1.0837351,0.0044311999999999685,1.004105609180139,3.499164285715519e-05,6.944773665139447e-07,0.0044311999999999685,0.001197099999999951,0.00034481008138135855,-2.959360651584174,-0.10776966747685778,1.0830258,9.2316666666666e-05,1.080963211306557,0.00017994820411997554,-2.7876261781318323e-06,-3.229063326190683e-05,50.0,50.0,50.0,0.0003041076923077194,-7.474825174785242e-06,-0.006014457414056221,11.0,0.0,-1.9276595744682413e-05,0.00045891228903429375,0.00243799999999994,0.3526148234284463,10.468240207561008,0.5649971995385649,2.456049764843703,0.18415810460125612,1.5263157894736843,0.00014310000000006262
matr,matr_b1c22,100,1.08099815,,1,0,1.0820541,0.002750199999999925,1.0025481238416722,-6.755834260964923e-06,5.475690513865873e-07,0.005003300000000044,0.0012465999999999866,0.000337470001505122,-1.664222170557937,-0.9751643493947422,1.0830258,2.8063265306121682e-05,1.082053678985955,6.588179251622675e-05,-7.121335958549227e-07,6.235527417386129e-06,100.0,100.0,100.0,0.00011532786956518275,-1.8009130434795407e-05,-0.19234235639765587,17.0,0.0,-1.3654639175259512e-05,0.0005072913618202502,0.002463300000000057,0.06807127873841246,5.693030758793803,0.7158023835103402,1.9109948083809432,0.23351145460383976,0.6896551724137931,0.00047050000000004033
matr,matr_b1c23,50,1.0809316,974.0,0,0,1.0832305,0.003937099999999916,1.0036478496023415,2.484201020408669e-05,4.698406677967351e-07,0.003937099999999916,0.0012772999999999257,0.0003405831403878969,-3.2256051300307402,-0.05646690233091202,1.0826545,8.20229166666649e-05,1.0810114822244896,0.00013432370288116147,-2.1054171668673236e-06,-2.2938381157865798e-05,50.0,50.0,50.0,0.0002704076923077114,3.2486013985761517e-06,-0.019061710618847517,11.0,0.0,-1.695531914893358e-05,0.0004567613617860164,0.002472099999999866,0.26269563844849975,12.54056128120171,0.4940666553700137,2.648628354825445,0.18319150030249473,1.6666666666666667,7.829999999997561e-05
matr,matr_b1c23,100,1.0809316,974.0,0,0,1.0816909,0.0023974999999998303,1.0022213607532482,-6.950910327764559e-06,4.071441198163376e-07,0.004492999999999858,0.0012772999999999257,0.0003315286718446808,-1.5577977387515851,-1.2525040297273047,1.0826545,2.4464285714283983e-05,1.0818064056083487,5.07362573543155e-05,-5.655604674713614e-07,6.419235966885318e-06,100.0,100.0,100.0,8.80747391304065e-05,-1.5027217391325377e-05,-0.21040051912756633,13.0,0.0,-1.3296907216496069e-05,0.0005028947869002575,0.002472099999999866,0.0969125529766669,5.564425546607085,0.690216707176816,2.075908749159863,0.2215549886290719,0.75,0.00035500000000010523
matr,matr_b1c24,50,1.0758532500000002,979.0,0,0,1.0785309,0.003995399999999982,1.003718257796043,4.0948479591847736e-05,7.312329843065062e-07,0.004203699999999921,0.0012438000000001281,0.0004755566486695096,-2.146483875923696,0.011222507899645316,1.077704,8.323749999999963e-05,1.0758118819752496,0.00016455687656762578,-2.377084557226869e-06,-3.7971761704471517e-05,50.0,50.0,50.0,0.00028068706293708903,2.9523076923111718e-05,-0.3418704819444354,11.0,0.0,-2.1017021276593025e-05,0.0007759909955935616,0.0024970000000001935,0.4586166151881883,5.526621777870933,0.5361736752063155,2.459745884657935,0.4746656423515469,1.8235294117647058,0.000272800000000073
matr,matr_b1c24,100,1.0758532500000002,979.0,0,0,1.0776314,0.0030958999999999293,1.0028811519023801,2.0242585034090332e-06,5.092068983124051e-07,0.004539499999999919,0.0013752999999998572,0.00045990668598491064,-2.083528500553413,-0.7004155237553837,1.077704,3.159081632652989e-05,1.076635806517784,7.600292638536783e-05,-7.252810576662321e-07,-1.8769732021257526e-06,100.0,100.0,100.0,0.0001058175652173605,-4.0102130434773825e-05,-0.37317300446830476,14.0,0.0,-1.0188659793813836e-05,0.0007599388223988452,0.0025476999999998196,0.006571772122695885,6.450243515758457,0.5952328113821692,2.4516995647018143,0.5031035776720805,1.2272727272727273,0.0003098999999999741
matr,matr_b1c25,50,1.0765048,817.0,0,0,1.0793265,0.0040919999999999845,1.0038056814583238,4.758626530612126e-05,8.343918302040523e-07,0.004333399999999932,0.0012472999999999512,0.00031555618754826906,-2.192120802000242,0.014727749092592297,1.0783457,8.524999999999967e-05,1.0763502616005218,0.00018931386511198772,-2.7255307654980707e-06,-4.4089131229176544e-05,50.0,50.0,50.0,0.00028989580419583143,-2.2355244755212603e-05,-0.14096761344879502,13.0,0.0,-2.364255319148419e-05,0.0004578841192920604,0.002475500000000075,0.5427791988880759,5.24934792220354,0.673458637083948,2.162088826449937,0.18739770982581527,1.6666666666666667,0.00017719999999998848
matr,matr_b1c25,100,1.0765048,817.0,0,0,1.0780438,0.0028093000000000146,1.0026127323853542,5.129313543696749e-07,5.29115396216692e-07,0.004678599999999866,0.0012472999999999512,0.00023563110824383597,-1.995368019116365,-0.6765113431825535,1.0783457,2.8666326530612394e-05,1.0773511067226442,8.457985215839266e-05,-8.241854980787729e-07,-4.7472706304125723e-07,100.0,100.0,100.0,0.00012326286956518617,-2.8183000000030088e-05,-0.05382286221919914,20.0,0.0,-1.1686597938141596e-05,0.00032612664532272596,0.002475500000000075,0.00040608123900354176,6.552363003699012,0.7346824594421417,1.82457210917432,0.24637492700542127,0.6896551724137931,0.00037100000000012123
matr,matr_b1c26,50,1.0891754,826.0,0,0,1.0910344,0.003383000000000136,1.0031103715767755,2.3529653061230776e-05,5.384939088879584e-07,0.003894800000000087,0.001370700000000058,0.00048723042459324203,-2.6978788759133,-0.07820442136258009,1.0910354,7.04791666666695e-05,1.089255127474599,0.00014560675556175645,-2.347636586548982e-06,-2.1560045822246297e-05,50.0,50.0,50.0,0.0002793265734265667,-2.1996853146816167e-05,-0.25730171451197303,12.0,0.0,-2.6946808510639558e-05,0.0007643896507897787,0.002586200000000094,0.20562705131611225,8.8967583991293,0.5174871569502489,2.5748111339814788,0.4195074652312033,1.6666666666666667,0.00011070000000001912
matr,matr_b1c26,100,1.0891754,826.0,0,0,1.0893713,0.0017199000000001075,1.0015812970957423,-1.5210461348171734e-05,7.43129392984391e-07,0.004499100000000089,0.0024927999999999617,0.0005801074992303319,-1.3028480151751864,-1.9007715278015458,1.0910354,1.7550000000001097e-05,1.0900816765352153,5.729346746423521e-05,-7.108228314941995e-07,1.3941308046935498e-05,100.0,100.0,100.0,9.557791304347208e-05,-5.743008695655163e-05,-0.3968997849143379,15.0,0.0,-1.2280412371134628e-05,0.0009679864413550726,0.004882700000000018,0.2542524602448637,2.4549169277967833,0.7041601655289367,1.9910349918909638,0.44973793178615257,0.96,0.0005028000000000254
